,Unnamed: 0,user_name,raw_timestamp_part_1,raw_timestamp_part_2,cvtd_timestamp,new_window,num_window,roll_belt,pitch_belt,yaw_belt,total_accel_belt,kurtosis_roll_belt,kurtosis_picth_belt,kurtosis_yaw_belt,skewness_roll_belt,skewness_roll_belt.1,skewness_yaw_belt,max_roll_belt,max_picth_belt,max_yaw_belt,min_roll_belt,min_pitch_belt,min_yaw_belt,amplitude_roll_belt,amplitude_pitch_belt,amplitude_yaw_belt,var_total_accel_belt,avg_roll_belt,stddev_roll_belt,var_roll_belt,avg_pitch_belt,stddev_pitch_belt,var_pitch_belt,avg_yaw_belt,stddev_yaw_belt,var_yaw_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,var_accel_arm,avg_roll_arm,stddev_roll_arm,var_roll_arm,avg_pitch_arm,stddev_pitch_arm,var_pitch_arm,avg_yaw_arm,stddev_yaw_arm,var_yaw_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,kurtosis_roll_arm,kurtosis_picth_arm,kurtosis_yaw_arm,skewness_roll_arm,skewness_pitch_arm,skewness_yaw_arm,max_roll_arm,max_picth_arm,max_yaw_arm,min_roll_arm,min_pitch_arm,min_yaw_arm,amplitude_roll_arm,amplitude_pitch_arm,amplitude_yaw_arm,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,kurtosis_roll_dumbbell,kurtosis_picth_dumbbell,kurtosis_yaw_dumbbell,skewness_roll_dumbbell,skewness_pitch_dumbbell,skewness_yaw_dumbbell,max_roll_dumbbell,max_picth_dumbbell,max_yaw_dumbbell,min_roll_dumbbell,min_pitch_dumbbell,min_yaw_dumbbell,amplitude_roll_dumbbell,amplitude_pitch_dumbbell,amplitude_yaw_dumbbell,total_accel_dumbbell,var_accel_dumbbell,avg_roll_dumbbell,stddev_roll_dumbbell,var_roll_dumbbell,avg_pitch_dumbbell,stddev_pitch_dumbbell,var_pitch_dumbbell,avg_yaw_dumbbell,stddev_yaw_dumbbell,var_yaw_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,kurtosis_roll_forearm,kurtosis_picth_forearm,kurtosis_yaw_forearm,skewness_roll_forearm,skewness_pitch_forearm,skewness_yaw_forearm,max_roll_forearm,max_picth_forearm,max_yaw_forearm,min_roll_forearm,min_pitch_forearm,min_yaw_forearm,amplitude_roll_forearm,amplitude_pitch_forearm,amplitude_yaw_forearm,total_accel_forearm,var_accel_forearm,avg_roll_forearm,stddev_roll_forearm,var_roll_forearm,avg_pitch_forearm,stddev_pitch_forearm,var_pitch_forearm,avg_yaw_forearm,stddev_yaw_forearm,var_yaw_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z,classe
69,70,carlitos,1323084234,740365,05/12/2011 11:23,no,14,1.16,7.29,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-20,4,21,1,601,-313,-131.0,18.5,-162.0,34,,,,,,,,,,,0.0,-0.03,-0.02,-289,109,-122,-371,335,526,,,,,,,,,,,,,,,,13.38245941,-70.81758832,-84.46500278,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.03,0.0,-234,48,-269,-553,293,-55.0,24.8,-63.6,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,0.02,193,203,-213,-17,656.0,471.0,A
70,71,carlitos,1323084234,768274,05/12/2011 11:23,no,14,1.15,7.29,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-19,4,22,-9,597,-302,-131.0,18.4,-162.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-290,111,-123,-371,350,510,,,,,,,,,,,,,,,,12.88493577,-71.23827887,-84.17631287,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.03,0.0,-234,46,-267,-552,295,-53.0,24.6,-63.6,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.03,0.0,190,204,-213,-13,655.0,467.0,A
71,72,carlitos,1323084234,832288,05/12/2011 11:23,no,14,1.16,7.27,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.02,-19,3,22,-6,605,-308,-131.0,18.4,-162.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-290,111,-123,-364,338,510,,,,,,,,,,,,,,,,13.43498726,-70.78431067,-84.4840986,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.03,0.0,-233,48,-268,-561,296,-69.0,24.5,-63.7,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.05,0.0,195,204,-215,-15,652.0,472.0,A
72,73,carlitos,1323084234,936313,05/12/2011 11:23,no,14,1.18,7.26,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-18,4,23,-1,602,-314,-131.0,18.2,-162.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-290,110,-123,-370,340,515,,,,,,,,,,,,,,,,13.63302557,-70.99624864,-84.21990017,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.02,-0.02,-0.02,-235,49,-269,-561,294,-58.0,23.6,-63.9,-148.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,0.05,-0.05,193,206,-211,-7,656.0,468.0,A
73,74,carlitos,1323084234,952372,05/12/2011 11:23,no,14,1.19,7.25,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-19,2,25,-2,604,-310,-131.0,18.2,-162.0,34,,,,,,,,,,,0.02,-0.02,0.0,-290,110,-122,-372,335,510,,,,,,,,,,,,,,,,13.00511957,-70.91432223,-84.46784499,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-236,47,-271,-553,292,-70.0,23.5,-63.9,-148.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.02,-0.03,195,204,-212,-6,653.0,469.0,A
74,75,carlitos,1323084234,972505,05/12/2011 11:23,no,14,1.18,7.25,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-19,5,20,-1,606,-308,-131.0,18.1,-162.0,34,,,,,,,,,,,0.02,-0.02,0.0,-289,110,-122,-368,335,513,,,,,,,,,,,,,,,,12.22402703,-70.19486698,-85.38055864,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.03,-0.02,-233,44,-272,-556,291,-65.0,23.4,-63.8,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.05,0.0,0.02,195,204,-210,-6,648.0,466.0,A
75,76,carlitos,1323084234,984276,05/12/2011 11:23,yes,14,1.18,7.26,-94.1,3,7.515290,#DIV/0!,#DIV/0!,-3.031527,#DIV/0!,#DIV/0!,-94.1,3.0,7.5,-94.2,3.0,7.5,0.1,0.0,0.0000,0.0,1.2,0.0,0.0,7.4,0.1,0.0,-94.1,0.0,0.0,0.02,0.0,-0.03,-20,3,22,-8,602,-309,-131.0,18.1,-162.0,34,0.0,-130.7826,0.417,0.1739,18.7435,0.3716,0.1381,-162.0,0.0,0.0,0.02,-0.03,-0.02,-289,110,-122,-369,341,510,-1.10021,#DIV/0!,#DIV/0!,-0.03359,#DIV/0!,#DIV/0!,19.4,-162.0,34.0,18.1,-162.0,34.0,1.3,0.0,0.0,12.9,-70.5,-85.0,0.3758,1.4197,#DIV/0!,0.0809,0.1242,#DIV/0!,-70.0,-83.6,0.4,-71.5,-85.4,0.4,1.43,1.8,0.0,37,0.0217,13.2357,0.3689,0.1361,-70.7346,0.2798,0.0783,-84.5852,0.3249,0.1056,0.0,-0.02,-0.03,-232,46,-269,-563,295,-51.0,23.4,-63.8,-147.0,-0.2516,3.2626,#DIV/0!,0.3672,1.9917,#DIV/0!,-63.6,-147.0,-0.3,-63.9,-149.0,-0.3,0.3,2.0,0.00,36,0.0,24.65,0.4934,0.24344,-63.75217,0.07814,0.00611,-148.73913,0.53478,0.28599,0.06,0.0,0.03,192,205,-213,-5,653.0,475.0,A
76,77,carlitos,1323084235,52302,05/12/2011 11:23,no,15,1.18,7.28,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-19,3,22,6,598,-315,-131.0,18.1,-162.0,34,,,,,,,,,,,0.02,-0.02,0.0,-290,111,-124,-367,351,510,,,,,,,,,,,,,,,,13.35451266,-70.63995378,-84.64918975,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-234,48,-270,-555,291,-67.0,23.4,-63.7,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.06,-0.02,0.03,193,207,-213,-10,653.0,465.0,A
77,78,carlitos,1323084235,64314,05/12/2011 11:23,no,15,1.16,7.28,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-21,4,22,-3,608,-312,-131.0,18.0,-162.0,34,,,,,,,,,,,0.02,-0.03,0.0,-290,111,-123,-367,336,523,,,,,,,,,,,,,,,,13.10320545,-70.45974712,-84.89472246,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-233,47,-270,-553,291,-60.0,23.4,-63.7,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.05,-0.03,0.03,191,206,-213,-10,654.0,463.0,A
78,79,carlitos,1323084235,72306,05/12/2011 11:23,no,15,1.14,7.31,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-18,2,22,-7,602,-304,-131.0,17.9,-162.0,34,,,,,,,,,,,0.0,-0.02,0.02,-288,109,-125,-368,335,516,,,,,,,,,,,,,,,,13.33033728,-70.85058796,-84.44601983,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.02,-0.02,-0.02,-235,48,-270,-555,294,-66.0,23.4,-63.6,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.05,-0.02,-0.02,189,207,-217,-9,656.0,476.0,A
79,80,carlitos,1323084235,72363,05/12/2011 11:23,no,15,1.13,7.3,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-19,2,22,-5,604,-312,-131.0,17.9,-162.0,34,,,,,,,,,,,0.02,-0.02,0.0,-288,110,-121,-376,330,517,,,,,,,,,,,,,,,,12.85797711,-71.0587115,-84.36200309,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-234,46,-268,-562,296,-71.0,23.4,-63.6,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.03,-0.02,-0.03,192,207,-214,-5,656.0,462.0,A
80,81,carlitos,1323084235,128331,05/12/2011 11:23,no,15,1.1,7.3,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-21,3,23,1,600,-296,-131.0,17.9,-162.0,34,,,,,,,,,,,0.0,-0.02,0.0,-290,111,-124,-366,332,515,,,,,,,,,,,,,,,,13.15834491,-70.81598707,-84.52580163,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-233,47,-268,-554,293,-63.0,23.4,-63.5,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.03,-0.03,-0.02,194,202,-214,-12,658.0,468.0,A
81,82,carlitos,1323084235,144304,05/12/2011 11:23,no,15,1.1,7.32,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-18,3,20,-6,597,-313,-131.0,17.8,-162.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-289,110,-123,-372,340,516,,,,,,,,,,,,,,,,12.83108713,-70.87987135,-84.54692154,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-234,46,-269,-554,295,-53.0,23.5,-63.4,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.05,-0.06,0.02,192,201,-213,-9,657.0,473.0,A
82,83,carlitos,1323084235,160323,05/12/2011 11:23,no,15,1.09,7.31,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-19,4,21,0,602,-313,-131.0,17.8,-162.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-288,109,-122,-367,345,507,,,,,,,,,,,,,,,,12.75445697,-70.73491752,-84.71075185,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-235,46,-271,-558,287,-67.0,23.5,-63.4,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.05,-0.05,0.03,189,202,-213,-12,652.0,467.0,A
83,84,carlitos,1323084235,172290,05/12/2011 11:23,no,15,1.08,7.34,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,-0.03,-20,4,21,-11,597,-307,-131.0,17.8,-162.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-288,109,-123,-373,338,517,,,,,,,,,,,,,,,,13.05579987,-70.88181726,-84.48704755,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-235,47,-270,-557,296,-67.0,23.7,-63.3,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.05,-0.05,0.05,191,200,-215,-21,658.0,467.0,A
84,85,carlitos,1323084235,288323,05/12/2011 11:23,no,15,1.06,7.41,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,-0.02,-20,3,21,2,602,-309,-131.0,17.7,-162.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-290,111,-123,-368,342,514,,,,,,,,,,,,,,,,12.80059675,-70.31304585,-85.11886321,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-233,46,-271,-558,294,-63.0,23.7,-63.2,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.02,190,207,-215,-15,656.0,470.0,A
85,86,carlitos,1323084235,312333,05/12/2011 11:23,no,15,1.06,7.44,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,-0.02,-20,4,22,-3,607,-306,-131.0,17.7,-162.0,34,,,,,,,,,,,0.0,-0.02,0.0,-291,111,-123,-370,341,511,,,,,,,,,,,,,,,,13.08303562,-71.05981082,-84.30278931,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-235,47,-269,-551,295,-54.0,23.7,-63.2,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.05,190,205,-215,-15,661.0,462.0,A
86,87,carlitos,1323084235,360304,05/12/2011 11:23,no,15,1.04,7.45,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-20,4,22,0,605,-295,-131.0,17.7,-162.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-289,110,-122,-370,339,511,,,,,,,,,,,,,,,,12.80426595,-70.70175536,-84.73107178,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-234,46,-270,-551,295,-55.0,23.7,-63.3,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,-0.02,-0.03,-0.05,195,203,-213,-11,653.0,463.0,A
87,88,carlitos,1323084235,476293,05/12/2011 11:23,no,15,1.04,7.46,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-20,4,22,-3,601,-311,-131.0,17.7,-162.0,34,,,,,,,,,,,-0.02,-0.03,-0.02,-289,109,-124,-370,336,525,,,,,,,,,,,,,,,,12.78106438,-70.91243032,-84.52727342,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-235,46,-270,-560,292,-63.0,23.6,-63.3,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.02,194,201,-212,-12,653.0,472.0,A
88,89,carlitos,1323084235,540308,05/12/2011 11:23,no,15,1.04,7.47,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-20,4,21,-4,601,-316,-131.0,17.6,-162.0,34,,,,,,,,,,,0.0,-0.02,0.0,-289,109,-123,-368,344,523,,,,,,,,,,,,,,,,12.0244618,-70.75700408,-84.86920748,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-233,43,-269,-562,283,-71.0,23.6,-63.2,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.02,191,204,-214,-15,662.0,462.0,A
89,90,carlitos,1323084235,588281,05/12/2011 11:23,no,15,1.04,7.48,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-20,4,23,3,600,-316,-131.0,17.6,-162.0,34,,,,,,,,,,,0.0,-0.02,0.0,-291,109,-121,-365,339,513,,,,,,,,,,,,,,,,12.80426595,-70.70175536,-84.73107178,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.03,-0.02,-234,46,-270,-550,294,-70.0,23.6,-63.3,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,0.0,-0.02,193,205,-215,-20,663.0,464.0,A
90,91,carlitos,1323084235,600300,05/12/2011 11:23,no,15,1.03,7.49,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-20,3,24,-5,608,-298,-131.0,17.6,-162.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-290,109,-123,-369,330,514,,,,,,,,,,,,,,,,12.77751367,-70.52436046,-84.91445734,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-234,46,-271,-563,289,-62.0,23.6,-63.3,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.02,191,205,-213,-14,660.0,477.0,A
91,92,carlitos,1323084235,620290,05/12/2011 11:23,no,15,1.02,7.5,-94.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-19,3,21,-12,601,-314,-131.0,17.5,-162.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-289,110,-125,-367,341,506,,,,,,,,,,,,,,,,12.78106438,-70.91243032,-84.52727342,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-235,46,-270,-556,287,-71.0,23.6,-63.3,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,0.0,191,204,-212,-18,655.0,472.0,A
92,93,carlitos,1323084235,672360,05/12/2011 11:23,no,15,1.0,7.5,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-20,3,22,-3,599,-316,-131.0,17.5,-162.0,34,,,,,,,,,,,0.02,-0.02,0.0,-290,111,-125,-372,330,515,,,,,,,,,,,,,,,,12.5743532,-70.30805328,-85.18112668,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-232,45,-270,-555,290,-70.0,23.6,-63.3,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,0.0,191,206,-213,-16,653.0,471.0,A
93,94,carlitos,1323084235,692314,05/12/2011 11:23,no,15,1.02,7.51,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-20,4,23,-4,605,-295,-131.0,17.4,-162.0,34,,,,,,,,,,,0.02,-0.02,0.0,-289,109,-123,-365,339,514,,,,,,,,,,,,,,,,12.80773972,-71.09066201,-84.34303267,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.02,-0.02,0.0,-235,46,-269,-557,291,-64.0,23.6,-63.3,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.03,-0.03,190,206,-213,-10,662.0,461.0,A
94,95,carlitos,1323084235,692355,05/12/2011 11:23,no,15,1.01,7.52,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-20,5,21,-7,598,-312,-131.0,17.4,-162.0,34,,,,,,,,,,,0.02,-0.02,0.0,-289,111,-123,-368,333,512,,,,,,,,,,,,,,,,12.47653742,-70.3771972,-85.13677002,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.02,-0.02,0.0,-234,45,-272,-558,293,-60.0,23.6,-63.3,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.03,192,206,-213,-9,657.0,472.0,A
95,96,carlitos,1323084235,732320,05/12/2011 11:23,no,15,1.04,7.54,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-21,3,24,-4,604,-296,-131.0,17.3,-162.0,34,,,,,,,,,,,0.02,-0.03,0.0,-288,109,-122,-371,338,512,,,,,,,,,,,,,,,,12.27185896,-70.15975885,-85.40379472,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-232,44,-271,-558,290,-71.0,23.6,-63.3,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.03,-0.02,193,203,-212,-16,654.0,468.0,A
96,97,carlitos,1323084235,740299,05/12/2011 11:23,no,15,1.02,7.53,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-21,3,23,1,606,-308,-131.0,17.2,-162.0,34,,,,,,,,,,,0.02,-0.02,0.0,-290,111,-122,-367,334,513,,,,,,,,,,,,,,,,12.82370572,-70.1009715,-85.32397096,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.02,-0.02,0.0,-232,46,-271,-559,292,-56.0,23.6,-63.3,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.03,0.0,192,202,-214,-10,662.0,469.0,A
97,98,carlitos,1323084235,812306,05/12/2011 11:23,no,15,1.01,7.45,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.02,-19,5,23,-3,606,-311,-132.0,17.1,-162.0,34,,,,,,,,,,,0.0,0.0,-0.03,-288,109,-126,-369,340,510,,,,,,,,,,,,,,,,13.30261297,-70.67355141,-84.62953444,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-235,48,-271,-557,297,-73.0,23.6,-63.3,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,0.02,-0.02,190,205,-216,-17,659.0,468.0,A
98,99,carlitos,1323084235,816365,05/12/2011 11:23,no,15,1.03,7.43,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.02,-19,3,24,-1,598,-299,-132.0,17.1,-163.0,34,,,,,,,,,,,0.0,0.0,-0.03,-289,108,-122,-369,342,527,,,,,,,,,,,,,,,,12.77751367,-70.52436046,-84.91445734,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-234,46,-271,-557,293,-69.0,23.5,-63.3,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,0.02,-0.02,192,206,-214,-19,659.0,462.0,A
99,100,carlitos,1323084235,908319,05/12/2011 11:23,no,15,1.06,7.42,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-19,4,23,-5,601,-308,-132.0,17.1,-163.0,34,,,,,,,,,,,0.0,0.0,-0.03,-289,111,-122,-368,338,515,,,,,,,,,,,,,,,,12.57798757,-70.69850444,-84.79157034,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-233,45,-269,-557,289,-72.0,23.3,-63.4,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,0.0,-0.02,191,206,-213,-12,644.0,462.0,A
100,101,carlitos,1323084236,12272,05/12/2011 11:23,no,16,1.05,7.42,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-20,3,25,-5,598,-298,-132.0,17.1,-163.0,34,,,,,,,,,,,0.0,0.0,-0.03,-290,110,-124,-367,338,525,,,,,,,,,,,,,,,,12.25323852,-70.76108375,-84.8097078,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-234,44,-270,-557,293,-69.0,23.2,-63.4,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,0.02,-0.02,191,208,-215,-13,656.0,479.0,A
101,102,carlitos,1323084236,24330,05/12/2011 11:23,no,16,1.04,7.43,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-18,4,25,-2,602,-304,-132.0,17.1,-163.0,34,,,,,,,,,,,0.0,-0.02,-0.03,-288,109,-125,-358,337,518,,,,,,,,,,,,,,,,12.42819346,-70.41134345,-85.11480144,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-235,45,-273,-557,292,-65.0,23.1,-63.4,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.02,-0.03,194,206,-212,-9,655.0,467.0,A
102,103,carlitos,1323084236,40401,05/12/2011 11:23,no,16,1.03,7.41,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-19,3,23,1,605,-313,-132.0,17.1,-163.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-289,110,-123,-367,330,510,,,,,,,,,,,,,,,,12.77751367,-70.52436046,-84.91445734,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,0.0,-0.02,-234,46,-271,-562,295,-72.0,23.0,-63.4,-147.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.03,190,206,-214,-7,657.0,463.0,A
103,104,carlitos,1323084236,88339,05/12/2011 11:23,no,16,1.03,7.4,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-20,3,25,-8,606,-296,-132.0,17.0,-163.0,34,,,,,,,,,,,-0.02,-0.02,-0.03,-288,109,-120,-365,329,507,,,,,,,,,,,,,,,,12.47653742,-70.3771972,-85.13677002,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,0.0,-0.02,-234,45,-272,-559,291,-64.0,22.8,-63.5,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,0.02,-0.03,193,205,-213,-4,651.0,466.0,A
104,105,carlitos,1323084236,140334,05/12/2011 11:23,no,16,1.03,7.4,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-21,4,23,-6,599,-311,-132.0,17.0,-163.0,34,,,,,,,,,,,-0.02,-0.02,-0.02,-286,109,-121,-370,342,513,,,,,,,,,,,,,,,,12.54787837,-70.13067278,-85.36429634,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,0.0,-0.02,-232,45,-271,-556,293,-70.0,22.8,-63.5,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,0.0,-0.03,193,206,-214,-10,660.0,472.0,A
105,106,carlitos,1323084236,156295,05/12/2011 11:23,no,16,1.05,7.42,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-19,4,24,-3,596,-311,-132.0,17.0,-163.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-288,110,-124,-363,339,515,,,,,,,,,,,,,,,,12.55158748,-70.52027361,-84.97560794,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-233,45,-270,-566,292,-70.0,22.7,-63.5,-146.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.03,195,205,-214,-9,656.0,468.0,A
